Date,ben,nav,rebalancing,stoploss,Interest_rate,return,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,sortino,hit_rate,VaR,CVaR,max_drawdown_ret,max_drawdown_start,max_drawdown_end
2008-09-26,2136.0,1.0,1.0,,2.5,0.0,1.0,,0.0,,-0.0020833333333333333,,,,-3.4641016151377544,,-0.0,,0.0,,
2008-10-31,1562.02,0.7673938769643568,1.0,,2.5,-0.26475508013732124,0.7312827715355805,-0.2687172284644195,-1.5885304808239273,0.6485148531461067,-0.26683841347065457,0.003962148327098236,-3.5186190080514397,,-2.508897475598851,,0.8712815756836392,0.9171385007196201,0.2326061230356432,,
2008-11-28,1841.45,0.9159149379561156,1.0,,2.5,0.17692329902400256,0.8621020599250937,0.1788901550556332,-0.35132712445327474,0.7700349301358088,0.17483996569066923,-0.0019668560316306316,-0.5985504002505495,1.1657767215544943,-0.6485680340485956,,0.825424650647658,0.9171385007196201,0.2326061230356432,,
2008-12-31,1939.43,1.0093304442873103,1.0,,2.5,0.09711896568538059,0.9079728464419476,0.053208069727660276,0.027861553716185705,0.665755621057863,0.09503563235204725,0.04391089595772031,0.004963138893863959,2.6017686259621304,-0.07839833779872782,,0.7795677256116771,0.9171385007196201,0.2326061230356432,,
2009-01-23,2238.08,1.1720984190102537,1.0,,2.5,0.1495084783217554,1.0477902621722845,0.15398854302552792,0.38110959094516156,0.6200131585809212,0.14742514498842207,-0.004480064703772518,0.6421518977238749,1.8291423574400427,0.4527655330742729,,0.7337108005756962,0.9171385007196201,0.2326061230356432,,
2009-02-27,2416.95,1.236427097482371,1.0,,2.5,0.05343018457857371,1.1315308988764043,0.07992118244209317,0.42445169494478197,0.5554028469861759,0.051346851245240376,-0.026490997863519467,0.7878558964620329,0.4515986535111954,0.5179371895477549,,0.687853875539715,0.9171385007196201,0.2326061230356432,,
2009-03-31,2914.13,1.4798531592327775,1.0,,2.5,0.1797170186467171,1.3642930711610488,0.2057055379714105,0.6719020562041853,0.5410903339104108,0.17763368531338378,-0.0259885193246934,1.291344599593955,-0.2711063890333523,0.8900176482716335,,0.6419969505037341,0.9171385007196201,0.2326061230356432,,
2009-04-30,3086.22,1.5335128337267352,1.0,,2.5,0.035618207330161356,1.4448595505617976,0.05905364551341203,0.6413416101739042,0.5015733655771898,0.03353487399682802,-0.023435438183250674,1.313660058387057,-0.739944607087027,0.8440652208034306,,0.5961400254677531,0.9171385007196201,0.2326061230356432,,
2009-05-27,3276.75,1.6836567607816175,1.0,,2.5,0.09340699783209411,1.534058988764045,0.06173571553550961,0.6946240950418181,0.4714426034202364,0.09132366449876077,0.031671282296584495,1.5065325079283565,-0.04931557812222731,0.9241838001851698,,0.5502831004317721,0.9171385007196201,0.2326061230356432,,
2009-06-30,3452.26,1.781931631185041,1.0,,2.5,0.056729890692886364,1.6162265917602998,0.05356221866178386,0.6932375543690998,0.44448215128143853,0.05464655735955303,0.003167672031102506,1.5847300682938974,0.005771231181101716,0.922098918648046,,0.504426175395791,0.9171385007196201,0.2326061230356432,,
