datadate,sp500,nav,rebalancing,stoploss,Interest_rate,return,benchmark,benchmark_return,Annu_return,algo_volatility,xret,ex_return,sharpe,IR,sortino,hit_rate,VaR,CVaR,max_drawdown_ret,max_drawdown_start,max_drawdown_end
1998-01-02,975.039978,1.0,1.0,,2.5,,1.0,,,,,,,,,,,,0.0,,
1998-01-05,977.070007,1.011849238780835,,,2.5,0.011779586230890088,1.002081995657413,0.0020819956574129606,2.9684557301843024,,0.01168037988168374,0.009697590573477128,,,,,-0.1869951342850551,,0.0,,
1998-01-06,966.580017,1.0058315688831363,,,2.5,-0.005964955128251909,0.9913234726873937,-0.01073617031005644,0.7326435189324105,0.1991819827540481,-0.006064161477458258,0.004771215181804531,5.024345314582918,46.6235624608927,6.544087642398051,,0.08060643403652672,0.09469072710608366,0.005947200103593916,,
1998-01-07,964.0,1.0019821139590512,,,2.5,-0.0038344789395525713,0.9886774099020583,-0.002669222366098284,0.16633278169919105,0.15380078587353627,-0.0039336852887589206,-0.0011652565734542875,1.1254597859332214,15.850885923399794,1.0213411044018772,,0.09130870100441776,0.09469072710608366,0.009751576068459217,,
1998-01-08,956.049988,1.0017447917634845,,,2.5,-0.00023688078050822497,0.9805238857600975,-0.008246900414937685,0.10982609710237512,0.12577945161673743,-0.00033608712971457415,0.00801001963442946,0.7787340359153648,20.4014888098483,0.4309864345079138,,0.08961768795358481,0.09469072710608366,0.009986119107551346,,
1998-01-09,927.690002,0.96833216769612,,,2.5,-0.033923373503695425,0.9514379132462608,-0.029663706245452042,-1.6218771469043494,0.2671428006850547,-0.034022579852901774,-0.004259667258243383,-6.892435883777593,10.149181121783753,-6.1150866181555195,,0.4497516330522694,0.5385168595388158,0.04300746535832584,,
1998-01-12,939.210022,0.9641385156906876,,,2.5,-0.004340204096856599,0.9632528339263644,0.012417962870316619,-1.533852861154935,0.23932551786544268,-0.004439410446062948,-0.016758166967173218,-7.1352096801150475,0.08736194488520928,-6.426805586558102,,0.42756032643063274,0.5385168595388158,0.047152007692009064,,
1998-01-13,952.119995,0.9833488176301268,,,2.5,0.019728934520116616,0.9764932889756854,0.013745565632390544,-0.6044893811228889,0.2678109606432692,0.019629728170910268,0.0059833688877260725,-2.5388290317790942,1.6658527534390857,-2.7258248161434797,,0.4053690198089962,0.5385168595388158,0.047152007692009064,,
1998-01-14,957.940002,0.9890240052921246,,,2.5,0.0057546963311506626,0.982462282177316,0.006112682257030039,-0.3476552740512819,0.2521322999810973,0.005655489981944314,-0.00035798592587937654,-1.5800642972856278,1.4674468261115479,-1.7030408227097684,,0.38317771318735955,0.5385168595388158,0.047152007692009064,,
1998-01-15,950.72998,0.9866202914541674,,,2.5,-0.002433347974617514,0.9750676910193317,-0.0075265903761685266,-0.3771606535570965,0.23591407609678983,-0.0025325543238238634,0.0050932424015510125,-1.8080980793615278,2.532353853079737,-1.9882973667749242,,0.36098640656572295,0.5385168595388158,0.047152007692009064,,
1998-01-16,961.51001,0.9963588141378288,,,2.5,0.009822192225939975,0.9861236787154587,0.011338687352638207,-0.09192534410769948,0.22956491723649905,0.009722985876733627,-0.0015164951266982314,-0.5368857576763484,2.0585400416951027,-0.747743066494059,,0.33879509994408635,0.5385168595388158,0.047152007692009064,,
1998-01-20,978.599976,1.0166849355848526,,,2.5,0.020195102332871123,1.0036511302924238,0.017774090568230413,0.3790829406187753,0.2389851930153096,0.020095895983664774,0.002421011764640709,1.5539260672241229,2.4585399615475634,1.300780849472957,,0.31660379332244976,0.5385168595388158,0.047152007692009064,,
1998-01-21,970.809998,1.0160815446620686,,,2.5,-0.0005936647877352284,0.9956617368564963,-0.007960329236713696,0.33502573502477084,0.22806617035480478,-0.0006928711369415776,0.0073666644489784674,1.4198130258888029,3.686840696342188,1.1976412026238892,,0.2944124867008131,0.5385168595388158,0.047152007692009064,,
1998-01-22,963.039978,1.0080452450907162,,,2.5,-0.007940551785225907,0.9876928123248706,-0.008003646456059634,0.15532998234002476,0.22213834937116442,-0.008039758134432256,6.309467083372676e-05,0.6106633404728744,3.5470049624429927,0.3683467828960686,,0.2910381548823421,0.5385168595388158,0.047152007692009064,,
1998-01-23,957.590027,0.9900680601173178,,,2.5,-0.017994645267783663,0.9821033481767657,-0.005659111900336911,-0.17966863121865437,0.22756166926502042,-0.018093851616990012,-0.012335533367446753,-0.9333499658879271,1.083391267723377,-1.2033319205330868,,0.3741573904451709,0.5385168595388158,0.047152007692009064,,
1998-01-26,956.950012,0.9895350241040447,,,2.5,-0.0005385281831535131,0.9814469494501076,-0.0006683601352919753,-0.1767379959477231,0.21928507706518574,-0.0006377345323598623,0.00012983195213846221,-0.9522702926990888,1.0659410706841341,-1.2538315417340198,,0.36151435436104434,0.5385168595388158,0.047152007692009064,,
1998-01-27,969.02002,0.9959192020768679,,,2.5,0.006430971705489153,0.9938259372581336,0.01261299738611632,-0.06440406683953626,0.21373211292081015,0.006331765356282804,-0.006182025680627167,-0.43201801510102683,0.13516959831581582,-0.7052262486108415,,0.34887131827691786,0.5385168595388158,0.047152007692009064,,
1998-01-28,977.460022,1.0179469893719295,,,2.5,0.021876990564874958,1.0024819946408392,0.00870983243462812,0.26367862075975934,0.22380267669764733,0.02177778421566861,0.013167158130246838,1.099291101529946,1.7577492943391044,0.8970314167976968,,0.3362282821927913,0.5385168595388158,0.047152007692009064,,
1998-01-29,985.48999,1.0213877076695903,,,2.5,0.0033743569090463263,1.0107175215742794,0.008215137007414046,0.29627080522197685,0.2172951483101351,0.003275150559839977,-0.00484078009836772,1.2845908336518963,1.105526020417052,1.0562018922931222,,0.32358524610866474,0.5385168595388158,0.047152007692009064,,
1998-01-30,980.280029,1.0336381764288234,,,2.5,0.011922588390510365,1.0053741909236875,-0.005286670643909682,0.43880877728443135,0.21476928917330124,0.011823382041304016,0.017209259034420048,1.979557250373649,2.727133232361184,1.7523146924534014,,0.31094221002453826,0.5385168595388158,0.047152007692009064,,
1998-02-02,1001.27002,1.0561355485758985,,,2.5,0.021531748676913876,1.0269015041350438,0.0214122397468529,0.6881683717493245,0.22052915561306008,0.021432542327707527,0.00011950893006097696,3.0852899758805084,2.668424242060049,2.9701123293787504,,0.29829917394041167,0.5385168595388158,0.047152007692009064,,
1998-02-03,1006.0,1.0665088887547998,,,2.5,0.009774055964005733,1.0317525667650111,0.004723980450348458,0.7726871208531398,0.21632553701342092,0.009674849614799384,0.005050075513657275,3.5416591224035128,3.0820619122365036,3.3828766072297216,,0.2856561378562852,0.5385168595388158,0.047152007692009064,,
1998-02-04,1006.900024,1.067719617101842,,,2.5,0.0011345818628119841,1.0326756304550213,0.0008946560636183967,0.7505610985156617,0.21121330760907076,0.0010353755136056349,0.0002399257991935875,3.516044840354173,3.0321792608157483,3.274819735486084,,0.2776759485523722,0.4120864986975505,0.047152007692009064,,
1998-02-05,1003.539978,1.0685952518206554,,,2.5,0.0008197618998845024,1.0292295707284322,-0.0033370204786091957,0.7269097463528458,0.20648084877381093,0.0007205555506781533,0.004156782378493698,3.475794355873961,3.3426640716540668,3.1593136093401277,,0.26969575924845923,0.4120864986975505,0.047152007692009064,,
1998-02-06,1012.460022,1.064706665364592,,,2.5,-0.0036456075265238336,1.0383779586932997,0.008888578627208283,0.6583429612263102,0.20304784332345693,-0.003744813875730183,-0.012534186153732117,3.186267767021575,1.9913344711304415,2.948428729390453,,0.2617155699445463,0.4120864986975505,0.047152007692009064,,
1998-02-09,1010.73999,1.0704720461597184,,,2.5,0.005400386183958203,1.0366138956406976,-0.0016988641157426275,0.6864451355115565,0.1989696509899936,0.005301179834751854,0.007099250299700831,3.3929024409583377,2.5092261287699116,3.091695378378916,,0.25373538064063333,0.4120864986975505,0.047152007692009064,,
1998-02-10,1019.01001,1.08072421497836,,,2.5,0.00953167000475974,1.0450956196587868,0.0081821438567992,0.7524272780380141,0.19609831854716145,0.009432463655553391,0.0013495261479605399,3.782965517415661,2.568900376571476,3.4280764838725073,,0.24575519133672044,0.4120864986975505,0.047152007692009064,,
1998-02-11,1020.01001,1.0817054383471998,,,2.5,0.0009075194050125052,1.0461212186317144,0.0009813446287932777,0.7330297821870932,0.1923950187473776,0.000808313055806156,-7.382522378077258e-05,3.750186883071764,2.513690055873028,3.329186832092501,,0.2377750020328075,0.4120864986975505,0.047152007692009064,,
1998-02-12,1024.140015,1.0931695962392045,,,2.5,0.010542457741219077,1.0503569475178995,0.0040489847741787925,0.8017322667799546,0.19018237040784816,0.010443251392012728,0.006493472967040285,4.159089100285431,2.9442754713313475,3.679436412245742,,0.22979481272889457,0.4120864986975505,0.047152007692009064,,
1998-02-13,1020.090027,1.0876391550110334,,,2.5,-0.0050719285500204075,1.046203283984731,-0.003954525690513129,0.7300130163873649,0.1883334812559336,-0.005171134899226756,-0.0011174028595072787,3.809689529890348,2.803403944045741,3.431612625209211,,0.22181462342498162,0.4120864986975505,0.047152007692009064,,
1998-02-17,1022.76001,1.090790872731358,,,2.5,0.0028935700290867866,1.0489416158072649,0.0026173993758690653,0.7299852374187819,0.1850578667373064,0.0027943636798804373,0.0002761706532177213,3.874664464524179,2.775813990563493,3.4314659717470466,,0.21383443412106865,0.4120864986975505,0.047152007692009064,,
1998-02-18,1032.079956,1.091783118608572,,,2.5,0.000909243809841559,1.0585001428526042,0.009112544398367768,0.7138285987949525,0.18203565199598665,0.0008100374606352098,-0.008203300588526209,3.8465814755131085,2.076594793397486,3.346170256607959,,0.20585424481715572,0.4120864986975505,0.047152007692009064,,
1998-02-19,1028.280029,1.0889032044597067,,,2.5,-0.0026412930577801724,1.0546029416242049,-0.0036818145511974677,0.6707212722525914,0.17973316608695625,-0.0027404994069865217,0.0010405214934172953,3.650152517454826,2.1163390264975717,3.23765147499646,,0.19787405551324277,0.4120864986975505,0.047152007692009064,,
